Pressure3pm,Temp3pm,WindSpeed3pm,Humidity3pm,WindDir3pm,RainTomorrow
1006.3,40.3,19.0,15.0,14,0
1024.8,18.2,17.0,39.0,12,0
1030.8,23.3,24.0,76.0,13,0
1018.9,18.8,9.0,90.0,13,1
1018.8,18.2,22.0,72.0,11,1
1008.0,14.7,28.0,45.0,1,0
1025.7,16.2,13.0,42.0,5,0
1006.3,30.4,20.0,29.0,8,1
1016.5,18.5,20.0,36.0,12,0
1018.3,19.1,17.0,57.0,9,0
1016.8,33.6,11.0,46.0,2,0
1006.0,25.9,35.0,34.0,10,0
1014.7,11.5,15.0,75.0,12,1
1019.6,23.8,15.0,56.0,5,0
1019.1,13.4,17.0,96.0,9,1
1018.4,17.3,37.0,64.0,13,0
1011.2,24.9,44.0,81.0,15,0
1008.6,23.5,26.0,36.0,1,0
1006.9,33.5,22.0,27.0,9,0
1021.8,14.0,13.0,35.0,10,0
1018.3,26.2,17.0,53.0,2,0
1015.5,13.9,15.0,96.0,6,1
1018.2,16.8,19.0,47.0,12,0
1015.5,34.5,7.0,24.0,0,0
1020.1,17.2,15.0,36.0,13,0
1028.5,18.2,9.0,48.0,6,0
1015.2,25.5,15.0,62.0,2,0
1020.2,13.7,17.0,44.0,1,0
1016.3,16.4,17.0,46.0,1,0
1022.5,13.9,7.0,100.0,5,1
1030.6,18.0,19.0,62.0,2,0
1013.2,13.3,15.0,69.0,8,1
1018.7,24.8,28.0,84.0,13,1
1013.2,11.5,7.0,64.0,1,0
1012.1,19.0,17.0,51.0,3,0
1021.0,23.9,6.0,83.0,11,1
1002.8,31.9,33.0,13.0,0,0
1022.7,16.7,9.0,55.0,0,0
1028.0,17.5,19.0,69.0,13,0
1016.0,24.6,7.0,51.0,5,0
1028.0,26.7,11.0,33.0,2,0
1017.1,24.1,15.0,39.0,8,1
1014.5,19.5,33.0,85.0,2,1
1015.7,22.4,19.0,50.0,7,0
1013.3,22.2,20.0,43.0,1,0
1012.5,22.3,28.0,24.0,1,0
1011.1,28.9,28.0,38.0,14,1
1017.8,20.9,13.0,45.0,13,0
1008.2,23.4,11.0,70.0,7,0
1017.3,27.3,9.0,15.0,9,0
1006.5,33.8,20.0,22.0,1,0
1018.9,28.5,20.0,56.0,7,0
1005.1,12.7,9.0,100.0,7,1
1007.0,34.5,15.0,24.0,7,0
1016.0,28.3,17.0,58.0,2,0
1025.7,17.2,7.0,67.0,2,1
1009.6,19.6,15.0,71.0,10,0
1013.5,30.0,13.0,23.0,10,0
1020.0,24.8,15.0,40.0,14,0
1003.9,36.4,19.0,21.0,4,0
1021.9,21.9,17.0,55.0,12,0
1013.5,23.8,24.0,73.0,2,0
1008.2,31.8,17.0,30.0,10,1
1010.8,21.7,28.0,32.0,4,0
1012.0,34.9,24.0,27.0,14,0
1007.8,27.7,22.0,74.0,15,1
1000.8,17.2,13.0,56.0,4,0
1019.8,17.4,7.0,54.0,9,0
1000.3,19.9,37.0,55.0,4,1
1018.6,23.3,11.0,50.0,5,0
1011.4,20.6,30.0,63.0,5,0
1015.5,22.2,20.0,29.0,3,0
1015.0,18.8,19.0,74.0,7,0
1022.8,15.4,13.0,73.0,5,1
1007.8,26.6,19.0,73.0,15,1
1012.2,28.9,17.0,49.0,11,0
1016.0,24.5,13.0,34.0,12,1
1014.2,33.2,9.0,22.0,13,0
1015.4,27.1,19.0,59.0,7,0
1020.9,16.9,7.0,23.0,3,0
1014.8,28.4,13.0,67.0,15,1
1022.6,22.4,30.0,47.0,14,0
1031.2,19.9,28.0,55.0,11,1
1017.1,19.4,13.0,91.0,1,1
1010.7,25.1,15.0,65.0,2,1
1020.5,16.1,7.0,45.0,5,0
1009.9,30.5,9.0,30.0,0,0
1022.6,18.5,13.0,50.0,11,0
1022.5,23.1,7.0,34.0,13,0
1015.9,31.4,6.0,37.0,15,0
999.1,24.9,15.0,77.0,12,1
1008.8,22.4,15.0,86.0,15,1
1009.8,20.6,15.0,73.0,8,0
1024.8,15.3,9.0,57.0,13,0
1021.3,13.9,6.0,78.0,14,0
1013.5,27.0,24.0,71.0,13,1
1011.3,33.6,9.0,29.0,2,0
1026.1,16.8,20.0,38.0,6,0
1016.5,28.5,6.0,22.0,10,0
1013.1,24.7,15.0,63.0,2,0
1027.8,13.6,7.0,59.0,11,0
1024.3,22.3,13.0,70.0,2,0
1023.1,18.7,11.0,53.0,6,0
1017.8,17.4,9.0,81.0,4,0
1014.2,17.7,20.0,61.0,0,0
1025.3,18.0,19.0,46.0,1,0
1017.6,17.0,15.0,60.0,15,1
1016.1,33.7,13.0,21.0,0,0
1020.0,18.3,19.0,76.0,9,1
1005.0,30.5,22.0,13.0,10,0
1010.0,23.6,20.0,27.0,1,0
1025.4,19.3,19.0,48.0,5,0
1015.6,24.2,22.0,54.0,6,0
1020.3,22.9,7.0,23.0,10,0
1020.1,21.7,9.0,57.0,11,0
1012.9,13.4,4.0,97.0,14,1
1021.6,21.1,13.0,63.0,12,0
1007.7,36.8,9.0,9.0,1,0
1011.0,34.1,22.0,27.0,14,1
1016.5,14.2,17.0,56.0,3,0
1015.1,15.6,11.0,57.0,4,0
1011.7,22.2,31.0,67.0,15,0
1028.3,22.6,4.0,47.0,11,0
1023.0,21.3,22.0,24.0,7,0
1008.6,28.0,13.0,37.0,14,0
1019.9,29.7,2.0,14.0,4,0
1020.7,23.7,17.0,68.0,15,0
1006.2,31.3,39.0,63.0,15,0
1010.3,34.2,9.0,12.0,9,0
1005.5,20.1,20.0,43.0,12,0
999.6,16.5,22.0,82.0,4,0
1017.3,19.2,15.0,32.0,15,1
1016.4,19.9,17.0,46.0,1,0
1016.5,23.1,13.0,23.0,4,0
1013.2,26.4,28.0,57.0,15,0
1013.1,21.8,22.0,86.0,14,1
1022.3,13.3,24.0,49.0,1,0
1016.6,34.5,6.0,20.0,2,0
1025.1,24.7,11.0,27.0,6,0
1004.7,20.6,4.0,78.0,15,1
1011.3,19.9,17.0,40.0,6,0
1014.1,37.7,17.0,23.0,1,0
1013.0,27.2,13.0,27.0,12,0
1012.2,24.7,9.0,40.0,14,0
1025.4,11.6,15.0,58.0,8,0
1010.5,26.8,15.0,47.0,6,0
1015.8,33.0,20.0,25.0,6,0
1011.3,30.8,15.0,29.0,9,0
1018.4,20.5,44.0,71.0,13,0
1018.3,30.0,11.0,23.0,11,0
1010.4,13.8,17.0,70.0,0,0
1015.5,17.0,22.0,56.0,10,0
1021.8,17.3,39.0,83.0,5,1
1016.2,24.6,22.0,55.0,5,0
1013.7,17.8,20.0,74.0,11,1
1013.0,25.0,35.0,64.0,15,0
1015.6,20.7,7.0,24.0,10,0
1013.2,25.5,26.0,65.0,7,0
1018.2,27.9,13.0,34.0,8,0
1012.2,27.2,7.0,36.0,7,0
1014.4,25.6,19.0,52.0,15,0
1013.6,23.8,4.0,61.0,9,0
1028.4,15.7,24.0,81.0,13,0
1020.4,32.1,13.0,21.0,14,0
1011.4,20.6,11.0,43.0,15,0
1014.3,27.1,11.0,44.0,14,0
1017.0,17.0,9.0,39.0,8,0
1009.9,22.5,24.0,63.0,0,0
1010.3,19.4,17.0,73.0,15,1
1007.5,33.0,9.0,29.0,7,0
1012.7,17.1,9.0,54.0,3,0
1015.2,19.6,15.0,98.0,14,1
1011.6,28.7,19.0,42.0,14,1
1019.1,26.8,15.0,38.0,15,1
1015.6,30.1,9.0,32.0,14,0
1018.7,18.8,15.0,42.0,6,0
1024.1,17.2,6.0,52.0,3,0
1031.9,17.0,6.0,53.0,5,0
1015.2,33.0,11.0,19.0,15,0
1024.9,21.8,19.0,45.0,14,0
1012.1,20.7,26.0,24.0,1,0
1010.0,30.5,28.0,24.0,8,0
1018.5,21.2,15.0,48.0,11,0
1016.3,18.6,24.0,66.0,13,1
1019.2,18.6,9.0,71.0,6,1
1015.4,27.1,19.0,19.0,11,0
1018.2,17.6,11.0,47.0,12,0
1015.4,13.9,7.0,54.0,13,0
1011.3,21.4,15.0,75.0,13,1
1016.0,26.7,19.0,32.0,1,0
996.8,26.9,20.0,88.0,13,0
1021.7,19.6,17.0,60.0,0,0
1013.3,17.7,30.0,78.0,10,0
1017.6,19.6,43.0,93.0,7,1
1008.7,24.1,31.0,80.0,15,1
1008.7,20.1,7.0,47.0,4,0
1019.3,15.8,28.0,58.0,10,0
1021.5,17.9,7.0,48.0,6,0
1018.7,9.9,20.0,68.0,1,0
1011.9,33.7,26.0,21.0,12,0
1013.9,20.3,30.0,77.0,13,1
1026.9,18.7,7.0,48.0,2,0
1016.9,28.0,15.0,11.0,1,0
1011.3,15.1,15.0,41.0,3,0
1018.0,14.9,9.0,42.0,4,0
1009.6,16.8,11.0,94.0,1,1
1013.4,26.1,9.0,77.0,11,0
1030.5,16.2,19.0,54.0,9,1
1018.4,23.0,22.0,66.0,11,0
1016.5,30.6,7.0,23.0,11,0
1012.5,22.9,9.0,74.0,5,1
1024.7,22.0,13.0,46.0,2,0
1023.6,23.7,13.0,31.0,2,0
1012.5,23.1,28.0,44.0,8,0
1020.7,25.7,17.0,53.0,15,1
1012.9,31.7,19.0,20.0,1,0
1021.2,28.4,22.0,66.0,15,0
1017.2,21.6,41.0,73.0,13,1
1008.2,16.2,15.0,50.0,4,1
1015.3,22.7,22.0,49.0,12,0
1010.8,26.1,22.0,61.0,13,0
1017.2,28.7,6.0,24.0,7,0
1018.2,15.7,7.0,50.0,15,0
1021.4,11.1,7.0,76.0,4,0
1022.4,20.7,22.0,52.0,13,1
1024.1,17.9,17.0,90.0,13,1
1020.2,25.5,9.0,66.0,15,1
1015.8,22.1,15.0,86.0,7,1
1017.7,22.5,13.0,59.0,15,0
1017.9,13.7,6.0,95.0,5,1
1012.2,32.7,22.0,31.0,7,0
1011.2,29.8,11.0,59.0,0,1
1023.3,20.0,30.0,53.0,15,0
1015.2,23.7,17.0,76.0,14,1
1004.7,27.1,11.0,49.0,11,0
1017.6,21.4,7.0,52.0,10,0
1025.0,17.8,19.0,64.0,2,0
1013.3,30.0,11.0,29.0,5,0
1016.5,31.3,17.0,23.0,5,0
1018.4,25.7,19.0,59.0,5,0
1010.6,21.1,22.0,59.0,5,0
1011.5,17.9,4.0,53.0,3,0
1001.6,23.0,35.0,20.0,0,0
1016.1,21.0,13.0,47.0,11,0
1018.3,17.9,31.0,58.0,0,1
1015.7,32.8,20.0,21.0,12,0
1015.5,24.6,26.0,70.0,15,0
1014.5,24.0,6.0,34.0,14,0
1015.6,18.0,20.0,29.0,4,0
1017.2,29.0,13.0,20.0,8,0
1009.2,31.4,20.0,7.0,13,0
1006.1,23.5,41.0,84.0,14,1
1012.3,19.0,9.0,66.0,7,0
1019.3,26.5,11.0,51.0,14,0
1017.0,26.1,15.0,76.0,11,1
1013.9,14.7,28.0,54.0,0,0
1016.5,31.8,11.0,37.0,7,0
1014.1,25.4,17.0,46.0,15,1
1016.5,19.2,30.0,71.0,15,1
1024.6,22.4,6.0,58.0,12,0
1019.0,18.8,13.0,66.0,13,1
1025.6,19.1,2.0,53.0,12,0
1015.8,16.4,20.0,91.0,1,1
1018.4,18.4,22.0,57.0,14,0
1019.4,25.1,24.0,26.0,10,0
1018.3,22.9,22.0,76.0,11,0
1009.0,27.1,9.0,42.0,10,0
1018.2,34.9,17.0,22.0,5,0
1014.5,19.3,17.0,71.0,15,1
1013.5,23.2,13.0,46.0,2,0
1010.2,27.4,11.0,25.0,13,0
1014.2,32.8,13.0,22.0,12,0
1011.6,33.3,11.0,23.0,3,0
1010.2,19.9,17.0,64.0,3,1
1015.4,31.5,9.0,9.0,2,0
1020.8,19.0,9.0,55.0,11,0
1014.8,24.4,31.0,74.0,15,0
1023.3,24.8,26.0,64.0,13,1
1025.4,16.0,17.0,94.0,15,1
1017.4,19.8,35.0,49.0,5,0
1013.1,26.0,13.0,47.0,2,0
1009.6,33.4,20.0,40.0,9,0
1014.9,23.5,24.0,73.0,11,1
1019.8,16.9,24.0,26.0,9,0
1011.7,32.3,13.0,19.0,13,0
1011.2,28.6,28.0,31.0,9,0
1029.9,16.8,7.0,74.0,11,0
1016.1,20.8,31.0,78.0,5,0
1002.9,35.2,9.0,25.0,0,0
1010.2,30.6,15.0,24.0,15,0
1027.6,15.8,31.0,79.0,5,1
1013.4,30.8,9.0,32.0,5,0
1020.7,18.2,13.0,69.0,9,1
1017.3,19.1,20.0,60.0,15,1
1017.3,15.9,11.0,53.0,1,1
1023.3,10.7,19.0,66.0,9,0
1015.1,18.4,33.0,94.0,9,1
1019.7,19.0,9.0,48.0,12,0
1013.1,25.8,11.0,45.0,1,1
1003.5,38.8,7.0,21.0,1,0
1005.5,28.6,9.0,64.0,15,1
1018.1,24.6,13.0,46.0,3,1
1020.0,15.8,11.0,58.0,11,0
1027.7,16.7,15.0,89.0,10,1
1022.8,24.0,9.0,46.0,7,0
1011.6,30.6,19.0,31.0,6,0
1016.5,20.6,43.0,81.0,5,0
1009.6,23.5,19.0,78.0,14,0
1020.2,25.0,13.0,24.0,1,0
1019.1,22.8,22.0,79.0,14,1
1021.8,11.9,15.0,50.0,9,0
1021.2,14.6,15.0,43.0,10,0
1020.1,15.2,24.0,31.0,1,0
1026.3,17.9,13.0,54.0,14,0
1014.8,16.3,30.0,52.0,13,0
1003.2,29.5,37.0,66.0,15,0
1022.1,18.9,9.0,45.0,10,0
1021.5,19.7,28.0,23.0,10,0
1014.0,25.0,17.0,77.0,13,0
1012.8,23.9,15.0,31.0,6,0
1006.3,8.7,20.0,86.0,15,1
1014.6,21.0,6.0,43.0,13,1
1022.9,17.2,17.0,56.0,15,1
1006.7,33.0,15.0,32.0,6,0
1015.2,21.8,17.0,32.0,12,0
1000.8,27.1,9.0,26.0,9,1
1017.8,20.9,15.0,64.0,11,0
1017.8,19.6,19.0,45.0,10,0
1012.7,36.2,6.0,23.0,5,0
1023.2,18.0,39.0,71.0,13,0
1014.9,28.2,20.0,47.0,2,0
1022.9,15.2,28.0,45.0,10,0
1014.1,17.4,20.0,71.0,4,0
1008.9,21.4,2.0,42.0,0,0
1013.9,20.1,37.0,93.0,9,1
1017.5,19.9,24.0,53.0,5,0
1020.5,27.2,15.0,27.0,15,0
1012.0,15.4,17.0,63.0,3,0
1021.1,17.4,7.0,48.0,3,0
1017.4,34.5,17.0,7.0,8,0
1020.3,19.3,28.0,56.0,15,0
1008.1,34.3,22.0,18.0,0,0
1021.5,25.9,19.0,23.0,14,0
1012.5,27.9,11.0,28.0,5,0
1019.7,21.9,6.0,79.0,13,1
1013.2,18.9,15.0,42.0,10,0
1023.2,13.1,20.0,36.0,9,0
1010.9,16.5,11.0,42.0,7,0
1020.9,25.9,20.0,67.0,2,0
1019.1,19.7,7.0,60.0,12,0
1020.3,16.6,7.0,63.0,11,0
1012.6,19.3,17.0,79.0,3,1
1013.5,9.4,13.0,79.0,8,1
1015.3,20.4,19.0,39.0,6,0
1013.4,23.1,39.0,62.0,14,0
1023.0,11.1,20.0,48.0,10,0
1006.8,27.0,35.0,70.0,14,0
1016.9,28.1,24.0,55.0,7,0
1012.4,30.8,11.0,19.0,6,0
1013.2,29.6,7.0,25.0,1,0
1020.5,13.0,19.0,50.0,4,0
1017.2,21.1,13.0,51.0,7,0
1020.4,8.6,13.0,65.0,9,0
1009.8,13.0,6.0,70.0,3,1
1025.9,20.2,4.0,30.0,15,0
1015.3,36.5,19.0,20.0,14,0
1012.5,29.4,13.0,25.0,2,0
1027.9,17.3,11.0,50.0,14,0
1019.0,29.2,7.0,26.0,2,0
1005.5,14.9,39.0,48.0,1,1
1015.2,9.8,9.0,90.0,0,1
1011.5,33.3,17.0,10.0,12,0
1019.2,22.7,22.0,60.0,11,1
1009.9,18.5,19.0,59.0,8,1
1007.9,17.3,24.0,94.0,14,0
1023.4,20.4,20.0,58.0,13,0
982.9,17.1,4.0,90.0,15,1
1012.3,25.1,20.0,61.0,3,1
1016.1,21.8,13.0,34.0,3,0
1025.6,20.8,13.0,52.0,2,0
1015.2,21.1,17.0,26.0,1,0
1012.9,18.3,19.0,57.0,12,0
1021.8,23.1,9.0,65.0,15,0
1017.2,23.8,17.0,70.0,6,0
1016.3,29.2,22.0,26.0,14,0
1016.2,29.5,6.0,43.0,2,0
1014.5,12.8,9.0,57.0,1,0
1009.7,35.2,9.0,16.0,2,0
1012.2,22.2,20.0,42.0,1,0
1016.9,26.0,11.0,46.0,0,0
1028.6,12.8,7.0,67.0,11,0
1012.1,32.7,28.0,21.0,2,0
1002.4,30.9,28.0,38.0,9,0
1020.5,13.9,24.0,83.0,6,1
1022.7,22.1,11.0,100.0,5,1
1028.9,14.6,11.0,38.0,6,0
1019.3,20.3,13.0,33.0,1,0
1015.9,32.3,9.0,28.0,14,0
1021.4,15.9,15.0,42.0,9,0
1016.1,18.7,11.0,36.0,10,0
1017.5,15.7,17.0,40.0,10,0
1011.1,31.6,17.0,22.0,3,0
1015.0,17.7,20.0,85.0,12,1
1013.9,17.1,20.0,43.0,1,0
1011.1,17.1,17.0,34.0,8,0
1012.1,25.0,11.0,45.0,15,0
1030.4,14.8,28.0,82.0,9,1
1017.3,31.1,7.0,48.0,14,0
1004.4,32.9,13.0,34.0,14,0
1013.3,27.5,11.0,36.0,9,0
1026.9,22.4,15.0,61.0,6,1
1017.0,21.2,9.0,67.0,11,0
1015.7,30.9,13.0,32.0,2,0
1017.8,20.2,15.0,70.0,6,0
1008.0,25.5,30.0,73.0,15,0
1011.2,21.3,11.0,35.0,6,0
1009.7,15.8,13.0,36.0,1,0
1021.2,15.4,9.0,54.0,4,0
1014.4,28.3,7.0,33.0,13,0
1007.8,23.4,30.0,84.0,13,0
1022.1,14.6,9.0,51.0,13,0
1024.9,16.6,24.0,96.0,15,1
1019.6,8.8,9.0,78.0,8,1
1027.2,12.0,15.0,89.0,12,0
1016.6,19.0,13.0,39.0,6,0
1012.1,30.6,13.0,47.0,15,0
1026.0,16.4,4.0,80.0,12,0
1024.5,21.9,15.0,64.0,2,0
1004.6,32.6,20.0,42.0,12,0
1017.7,21.9,15.0,42.0,9,0
1016.2,22.7,9.0,63.0,2,0
1004.9,26.4,9.0,56.0,12,0
1009.3,28.9,13.0,41.0,2,0
1007.1,31.5,9.0,35.0,6,0
1026.7,16.1,15.0,76.0,15,0
1013.2,24.3,7.0,93.0,3,1
1022.7,27.1,19.0,64.0,11,0
1036.0,13.4,6.0,59.0,11,0
1010.5,22.8,20.0,42.0,9,0
1021.8,15.3,22.0,81.0,9,1
1012.5,22.8,26.0,74.0,5,0
1010.5,31.6,11.0,22.0,5,0
1014.2,19.5,4.0,48.0,4,0
1006.8,30.3,20.0,41.0,1,0
1018.8,17.8,13.0,49.0,6,1
1014.7,31.0,19.0,20.0,5,0
1016.8,24.1,4.0,79.0,8,1
1019.7,19.0,9.0,37.0,14,0
1022.0,17.8,20.0,40.0,5,0
1007.1,14.7,13.0,51.0,0,0
1014.2,25.1,20.0,45.0,2,0
1010.1,21.2,11.0,92.0,12,1
1019.8,14.2,17.0,58.0,10,0
1019.9,22.5,33.0,72.0,15,0
1001.0,16.4,22.0,52.0,3,1
1017.5,22.9,7.0,67.0,7,0
1024.0,23.3,9.0,66.0,11,0
1012.5,26.8,15.0,19.0,5,0
1016.1,13.8,24.0,42.0,4,1
1014.1,23.5,41.0,67.0,15,0
1034.1,15.5,13.0,88.0,13,1
1014.2,21.5,52.0,60.0,13,0
1010.8,17.5,30.0,28.0,1,0
1001.8,37.8,9.0,20.0,12,0
1009.5,25.1,13.0,53.0,2,0
1018.0,20.5,17.0,74.0,15,1
1009.6,32.7,22.0,10.0,3,0
1017.6,18.4,20.0,40.0,4,0
1008.9,25.7,13.0,77.0,8,1
1030.7,16.7,15.0,88.0,1,1
1019.2,27.4,15.0,54.0,14,1
1016.1,29.1,6.0,22.0,1,0
1017.7,27.6,11.0,15.0,4,0
1021.7,21.3,17.0,66.0,13,1
1009.8,34.3,17.0,23.0,13,0
1011.5,25.1,41.0,69.0,15,0
1007.7,24.0,26.0,28.0,0,0
1018.9,19.2,13.0,38.0,12,0
1012.6,21.1,15.0,24.0,13,0
1014.3,30.9,19.0,35.0,12,0
1018.7,26.1,13.0,27.0,2,0
1014.1,21.8,11.0,83.0,2,0
1008.5,30.4,20.0,41.0,6,0
1017.8,22.7,33.0,69.0,2,0
1023.8,12.2,17.0,73.0,0,0
1018.8,23.2,28.0,67.0,14,0
1008.9,32.1,20.0,23.0,12,0
1016.3,22.5,22.0,61.0,11,0
1022.6,25.8,13.0,35.0,7,0
1021.8,23.6,7.0,35.0,4,0
1016.8,24.7,13.0,41.0,9,0
1012.1,17.3,11.0,43.0,9,0
1010.1,29.4,17.0,40.0,6,1
1018.2,24.2,7.0,37.0,12,0
1012.4,21.7,22.0,55.0,11,0
1029.6,17.2,15.0,60.0,9,1
1014.7,21.3,13.0,76.0,8,0
1028.9,16.7,13.0,57.0,13,0
1008.4,24.4,19.0,80.0,9,1
1015.1,25.2,15.0,47.0,0,0
1018.3,17.4,7.0,47.0,7,0
1013.8,17.0,50.0,82.0,13,1
1012.6,25.6,17.0,19.0,4,0
1013.2,22.6,44.0,85.0,5,1
1020.5,26.6,11.0,65.0,6,1
1030.1,20.4,13.0,54.0,7,1
1004.3,18.3,9.0,62.0,7,1
1013.2,35.6,7.0,27.0,3,0
1006.5,32.2,20.0,22.0,15,1
1020.8,20.6,7.0,44.0,10,0
1019.2,17.8,20.0,72.0,10,1
1020.9,17.5,15.0,26.0,9,0
1018.4,16.0,6.0,52.0,2,0
1013.3,28.3,17.0,51.0,7,0
1017.6,26.0,11.0,44.0,1,0
1012.4,25.6,24.0,83.0,14,1
1009.7,33.7,15.0,13.0,1,0
1021.2,20.6,41.0,80.0,9,1
1013.6,25.0,11.0,66.0,6,0
1010.0,16.8,9.0,59.0,14,0
1016.6,26.4,20.0,60.0,7,0
1014.0,32.6,6.0,29.0,3,0
1015.4,32.6,11.0,18.0,1,0
1012.2,18.6,24.0,92.0,12,1
1014.2,24.5,17.0,21.0,1,0
1007.4,34.2,11.0,47.0,0,0
1020.2,22.9,15.0,59.0,11,0
1008.8,10.6,28.0,73.0,0,1
1014.5,30.2,20.0,59.0,7,0
1027.8,20.2,2.0,56.0,6,0
1021.8,18.9,20.0,68.0,13,0
1018.7,17.6,13.0,90.0,4,1
1021.9,18.2,20.0,56.0,13,0
1027.2,16.6,20.0,61.0,11,1
1007.1,30.1,19.0,59.0,14,0
1011.5,15.7,9.0,97.0,9,1
1011.3,23.7,17.0,26.0,12,1
1015.6,18.0,11.0,90.0,8,1
1014.8,23.9,44.0,61.0,15,0
1007.7,30.0,13.0,34.0,12,0
1017.1,20.2,11.0,84.0,10,1
1006.4,25.6,31.0,66.0,15,0
1017.7,28.6,13.0,45.0,2,0
1024.2,24.7,9.0,52.0,15,0
1013.1,21.9,15.0,87.0,2,1
1007.1,32.9,33.0,17.0,0,0
1015.2,17.9,17.0,42.0,12,0
1004.4,31.0,22.0,14.0,3,0
1026.2,19.2,7.0,66.0,7,0
1021.0,17.8,7.0,52.0,0,0
1028.8,14.6,13.0,38.0,5,0
1021.7,13.4,15.0,50.0,9,0
1029.2,19.3,20.0,58.0,9,0
1020.7,15.5,13.0,33.0,10,0
1023.5,27.2,13.0,31.0,6,0
1015.2,19.2,7.0,53.0,0,0
1024.4,15.0,11.0,30.0,6,0
1013.0,17.7,28.0,46.0,4,0
1021.8,15.5,15.0,41.0,10,0
1017.6,16.1,11.0,52.0,15,1
1005.5,11.3,6.0,81.0,11,1
1013.1,18.1,20.0,25.0,4,0
1017.1,20.9,22.0,37.0,4,0
1012.0,18.4,24.0,31.0,0,0
1022.1,19.9,6.0,29.0,5,0
1015.1,29.4,20.0,40.0,6,0
1019.6,23.4,7.0,57.0,12,0
1026.5,18.7,6.0,32.0,13,0
1010.7,33.5,11.0,28.0,13,0
1020.6,22.8,7.0,48.0,15,0
1015.3,30.5,17.0,40.0,7,0
1009.9,32.9,20.0,29.0,8,0
1019.0,26.3,11.0,57.0,2,0
1021.9,14.8,22.0,85.0,2,1
1013.0,18.7,17.0,45.0,2,1
1013.1,19.4,9.0,90.0,10,0
1013.3,18.8,20.0,71.0,9,1
1013.7,25.5,20.0,41.0,12,0
1019.8,13.5,11.0,65.0,15,0
1010.4,23.0,22.0,96.0,14,1
1013.4,31.1,22.0,12.0,10,0
1014.6,20.6,15.0,88.0,8,0
1005.9,34.6,17.0,30.0,2,0
1016.1,19.0,20.0,72.0,10,0
1018.5,23.0,7.0,34.0,10,0
1002.0,25.4,9.0,63.0,0,0
1002.4,33.8,19.0,28.0,7,1
1022.9,25.7,15.0,52.0,11,0
1015.6,19.1,9.0,55.0,2,0
1009.8,36.9,22.0,6.0,9,0
1019.0,26.1,17.0,65.0,7,0
1023.7,24.5,7.0,31.0,9,0
1022.2,15.4,6.0,49.0,6,0
1014.1,21.1,19.0,36.0,6,0
1014.2,27.8,33.0,55.0,14,0
1002.3,15.5,28.0,47.0,0,0
1017.6,23.5,22.0,53.0,5,0
1017.0,19.2,20.0,91.0,11,1
1023.2,18.1,15.0,79.0,6,0
1019.8,18.9,19.0,95.0,2,1
1027.4,21.4,26.0,78.0,2,0
1007.0,23.0,20.0,38.0,7,0
1013.7,25.2,15.0,16.0,9,0
1011.0,23.2,26.0,83.0,13,0
1022.1,23.1,6.0,38.0,11,0
1007.5,32.9,19.0,41.0,12,1
1021.3,19.9,15.0,63.0,14,0
1020.8,19.4,20.0,43.0,8,0
1010.0,30.0,17.0,43.0,14,0
1020.2,22.6,7.0,66.0,14,1
1001.6,21.1,6.0,63.0,8,0
1014.2,14.1,7.0,63.0,12,0
1008.7,29.6,13.0,20.0,5,0
1010.7,26.6,28.0,82.0,7,0
1013.1,29.5,6.0,28.0,9,0
1017.8,22.3,33.0,81.0,15,0
1015.9,25.3,28.0,85.0,15,0
1015.5,24.2,17.0,42.0,0,0
1010.4,33.6,9.0,23.0,11,0
1016.9,22.7,22.0,50.0,15,0
1019.2,14.2,22.0,37.0,1,0
1006.5,41.0,17.0,6.0,14,0
1012.5,21.9,13.0,40.0,4,0
1010.9,35.7,17.0,19.0,3,0
1019.9,17.9,15.0,79.0,11,1
1012.9,21.5,13.0,45.0,3,0
1027.2,23.2,19.0,45.0,14,0
1011.0,23.6,33.0,77.0,13,1
1012.7,19.4,4.0,44.0,2,0
1014.5,29.6,9.0,21.0,2,0
1013.6,37.9,19.0,23.0,15,0
1017.1,17.8,17.0,50.0,15,0
1008.6,31.6,26.0,31.0,8,0
1025.8,17.7,13.0,57.0,2,0
1012.1,33.5,17.0,14.0,8,0
1021.7,24.3,30.0,64.0,13,0
1009.5,25.7,11.0,18.0,4,0
1022.5,23.7,7.0,31.0,6,0
1017.4,13.8,20.0,40.0,10,0
1023.1,21.1,24.0,79.0,15,0
1018.3,24.8,13.0,28.0,0,0
1013.1,29.5,9.0,28.0,15,0
1001.6,25.9,24.0,73.0,15,0
1021.9,17.9,15.0,47.0,4,0
1008.7,11.4,26.0,79.0,0,1
1014.6,16.2,19.0,49.0,12,0
1019.2,22.3,13.0,63.0,15,0
1009.6,39.2,13.0,21.0,15,0
1011.6,21.3,22.0,45.0,1,0
1019.2,19.6,9.0,78.0,5,1
1028.6,12.3,20.0,66.0,13,1
1008.3,33.4,7.0,29.0,6,0
1016.8,18.1,28.0,64.0,13,0
1001.0,22.3,7.0,93.0,9,1
1008.7,31.8,11.0,33.0,11,0
1012.7,23.3,24.0,79.0,6,0
1000.0,28.2,7.0,48.0,5,1
1003.6,16.5,17.0,55.0,1,0
1014.5,27.4,37.0,55.0,15,0
1023.2,27.3,19.0,52.0,11,1
1021.5,15.6,22.0,92.0,10,1
1021.7,25.8,17.0,33.0,2,0
1014.8,19.2,28.0,95.0,11,1
1019.2,21.7,15.0,51.0,15,0
